Lat,Lon,Time Range,Vessel ID,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
49.6,-64.800003,2024-07,d4f1546f1-1e17-3988-5962-37a06957b12e,CAN,MEROU,2024-07-08T14:00:00Z,2024-07-17T02:00:00Z,TRAWLERS,FISHING,316003724,,,2021-03-30T14:08:21Z,2026-04-18T16:20:58Z,0.13
45.2,-58.299999,2024-07,57998d15c-c58c-aeb2-c6e9-6ed898a32f50,CAN,PASSAGE PRIDE,2024-07-03T01:00:00Z,2024-07-07T05:00:00Z,SET_GILLNETS,FISHING,316002580,,,2018-01-10T18:53:38Z,2026-06-19T10:55:02Z,15.99
46.8,-56.200001,2024-07,ad0a0d0b0-0d39-ea69-f1c6-f02eed79d202,SPM,MOLIPA,2024-07-08T10:00:00Z,2024-07-27T18:00:00Z,FIXED_GEAR,FISHING,361000970,,FAJ4307,2022-04-23T07:44:53Z,2026-07-05T15:33:48Z,45.59
50.3,-58.099998,2024-07,67ab80690-096b-6433-b456-75cc7a7c6fba,CAN,ANITA BERNARD,2024-07-01T07:00:00Z,2024-07-31T23:00:00Z,TRAWLERS,FISHING,316003307,,,2016-08-22T04:07:30Z,2026-07-06T23:50:08Z,41.68
45.6,-56.0,2024-07,211ad79d5-5d49-57a5-0dfa-6739a1b1dae8,CAN,TOTAL CHOAS NO.1,2024-07-01T01:00:00Z,2024-07-29T20:00:00Z,POTS_AND_TRAPS,FISHING,316004791,,CH.16,2018-11-26T12:57:13Z,2026-07-06T02:51:57Z,4.19
50.1,-58.200001,2024-07,67ab80690-096b-6433-b456-75cc7a7c6fba,CAN,ANITA BERNARD,2024-07-01T07:00:00Z,2024-07-31T23:00:00Z,TRAWLERS,FISHING,316003307,,,2016-08-22T04:07:30Z,2026-07-06T23:50:08Z,1.02
45.1,-57.0,2024-07,0ebeb84f8-86a6-4196-7dc3-123dc4ed569f,CAN,ADELE EVANGELINE,2024-07-15T09:00:00Z,2024-07-21T21:00:00Z,SET_GILLNETS,FISHING,316011403,,CH.16,2013-10-10T08:07:41Z,2026-04-15T19:46:39Z,6.43
47.5,-61.400002,2024-07,499bafc82-24d6-3a24-f90a-f4b4101d73ef,CAN,SARAH-PIERRE,2024-07-09T08:00:00Z,2024-07-24T23:00:00Z,TRAWLERS,FISHING,316003708,8964991.0,VA9869,2024-06-13T12:18:29Z,2026-07-06T23:25:29Z,0.1
50.3,-58.400002,2024-07,67ab80690-096b-6433-b456-75cc7a7c6fba,CAN,ANITA BERNARD,2024-07-01T07:00:00Z,2024-07-31T23:00:00Z,TRAWLERS,FISHING,316003307,,,2016-08-22T04:07:30Z,2026-07-06T23:50:08Z,0.44
50.8,-57.599998,2024-07,fd5ceb0dc-ceb6-d8f0-2237-3dac4a8e87fb,CAN,NEWFOUNDLAND STORM,2024-07-04T11:00:00Z,2024-07-06T13:00:00Z,TRAWLERS,FISHING,316006413,,,2013-06-08T01:55:46Z,2026-06-24T10:02:41Z,1.6
45.5,-56.099998,2024-07,211ad79d5-5d49-57a5-0dfa-6739a1b1dae8,CAN,TOTAL CHOAS NO.1,2024-07-01T01:00:00Z,2024-07-29T20:00:00Z,POTS_AND_TRAPS,FISHING,316004791,,CH.16,2018-11-26T12:57:13Z,2026-07-06T02:51:57Z,109.71
47.2,-60.599998,2024-07,2d674c2b8-8beb-fdbe-b977-c0993e2f1277,CAN,COUNT IT JOY,2024-07-04T10:00:00Z,2024-07-21T14:00:00Z,SET_GILLNETS,FISHING,316038703,,,2018-09-19T14:46:29Z,2026-07-02T12:26:35Z,0.78
50.4,-58.0,2024-07,e25b6af7b-b1d2-3a7a-292f-257c5405b949,CAN,NORTHERN DEVER,2024-07-02T02:00:00Z,2024-07-11T22:00:00Z,TRAWLERS,FISHING,316003163,,,2015-07-02T21:01:48Z,2026-07-06T23:04:58Z,5.47
48.1,-63.900002,2024-07,e27fdf35f-f0f6-85ac-8c57-a748008901e7,CAN,MARIE   CARO,2024-07-08T15:00:00Z,2024-07-18T19:00:00Z,FISHING,FISHING,316034544,,,2019-04-27T19:39:32Z,2026-05-18T19:35:58Z,3.15
46.6,-62.200001,2024-07,fc3a3155a-adac-012f-84a3-5fee65938f03,CAN,CHOCKPHISH LIGHT,2024-07-24T09:00:00Z,2024-07-28T19:00:00Z,,FISHING,316038366,,,2024-06-11T23:58:30Z,2026-06-13T13:07:42Z,3.8
47.1,-64.699997,2024-07,0a1e37585-58ce-ecda-37e8-9a6f8f657721,CAN,MICHEL&CHANTAL,2024-07-02T10:00:00Z,2024-07-03T11:00:00Z,SET_GILLNETS,FISHING,316017370,,,2023-05-06T07:20:41Z,2025-06-07T14:44:46Z,0.98
46.3,-56.0,2024-07,78147c0df-fdb9-9a71-14b5-a7ca2b28d7c2,CAN,OCEAN ROSE,2024-07-11T13:00:00Z,2024-07-11T13:00:00Z,FISHING,FISHING,316002296,,,2015-06-15T13:10:22Z,2025-07-14T01:02:07Z,1.26
50.2,-58.200001,2024-07,c405f67e3-3d27-39dd-b135-753d223a3a5d,CAN,MERIDIAN 66,2024-07-06T14:00:00Z,2024-07-26T16:00:00Z,TRAWLERS,FISHING,316003542,,,2015-05-03T01:30:52Z,2026-05-05T12:08:58Z,6.24
45.5,-56.0,2024-07,ee12844ae-ee18-90a0-4984-5097641ff37f,CAN,WIND DANCER 04,2024-07-04T06:00:00Z,2024-07-25T11:00:00Z,,FISHING,316024302,,,2022-05-06T16:29:15Z,2026-06-06T06:32:48Z,14.75
45.1,-65.199997,2024-07,61ed288c9-9ad7-c464-43dd-9ab2ebf8bff4,CAN,LADY MELISSA,2024-07-15T17:00:00Z,2024-07-15T21:00:00Z,OTHER_PURSE_SEINES,FISHING,316001453,,VY2506,2012-02-07T13:30:09Z,2025-10-08T12:15:46Z,1.35
45.5,-56.0,2024-07,4e4b383c8-8013-02db-2a8b-385e243923ce,CAN,LITTLE JACK,2024-07-23T12:00:00Z,2024-07-31T18:00:00Z,FISHING,FISHING,316008298,,,2012-10-24T00:51:41Z,2024-12-17T08:44:49Z,18.2
46.9,-60.5,2024-07,1437d8379-9826-6460-8ed2-e933ad9a20ad,CAN,KITPU EAGLE FEATHER,2024-07-01T07:00:00Z,2024-07-18T21:00:00Z,DREDGE_FISHING,FISHING,316013738,,,2019-11-11T13:35:15Z,2026-07-06T17:07:24Z,78.35
45.4,-60.900002,2024-07,becc9e246-6b70-5a5a-4977-8fa53dd39238,CAN,UNCLE RODDIE GOULD,2024-07-04T14:00:00Z,2024-07-29T01:00:00Z,FISHING,FISHING,316024201,,,2013-04-05T13:18:45Z,2026-06-28T21:19:14Z,0.0
50.0,-62.900002,2024-07,6f7d31268-8a67-82d2-e24c-29e5e39b1e1a,CAN,COSTERO,2024-07-03T17:00:00Z,2024-07-27T13:00:00Z,SET_LONGLINES,FISHING,316005961,,JR3525,2021-03-25T20:14:58Z,2026-06-28T12:08:51Z,5.15
50.4,-58.200001,2024-07,8fc8bf697-7688-d8e4-08e3-2c08a0d575c7,CAN,LINDEN`S COMMANDER,2024-07-23T14:00:00Z,2024-07-31T23:00:00Z,TRAWLERS,FISHING,316002517,,,2014-07-13T02:54:06Z,2026-07-06T23:59:48Z,5.92
46.3,-60.200001,2024-07,e86b21fca-aa7c-5372-ac04-f2d4433fdde1,CAN,ROXY ROLLER,2024-07-01T09:00:00Z,2024-07-03T16:00:00Z,FISHING,FISHING,316040108,,CH - 16,2022-05-04T21:00:55Z,2026-07-06T16:49:09Z,16.66
48.1,-59.299999,2024-07,40c93d528-812f-3bf3-a386-6ca7ce35bf5e,CAN,STRAITS STREAM,2024-07-03T00:00:00Z,2024-07-05T16:00:00Z,TRAWLERS,FISHING,316024569,,,2013-05-25T14:51:54Z,2026-07-06T23:04:30Z,0.03
47.7,-64.199997,2024-07,e27fdf35f-f0f6-85ac-8c57-a748008901e7,CAN,MARIE   CARO,2024-07-08T15:00:00Z,2024-07-18T19:00:00Z,FISHING,FISHING,316034544,,,2019-04-27T19:39:32Z,2026-05-18T19:35:58Z,8.93
47.4,-59.0,2024-07,be7600240-0dcd-954a-4e6c-8a5092819ff9,CAN,LADY CHRISTANNA,2024-07-01T13:00:00Z,2024-07-30T10:00:00Z,FISHING,FISHING,316002469,,VC3203,2017-04-30T23:58:11Z,2026-07-06T23:59:30Z,2.18
49.6,-67.099998,2024-07,d30d8cb68-8b39-5c86-845a-2b495a1f379b,CAN,CARL CAROLINE,2024-07-01T07:00:00Z,2024-07-29T11:00:00Z,SET_GILLNETS,FISHING,316006035,,,2020-04-03T00:53:49Z,2026-07-06T15:58:19Z,3.09
45.2,-58.5,2024-07,13e543ae3-39ec-1dcf-d81b-30d87c407258,CAN,ALBERT AQQ MURDENA,2024-07-04T01:00:00Z,2024-07-11T12:00:00Z,SET_LONGLINES,FISHING,316026664,,,2018-06-16T09:54:28Z,2026-07-05T16:39:46Z,4.51
47.9,-64.099998,2024-07,e27fdf35f-f0f6-85ac-8c57-a748008901e7,CAN,MARIE   CARO,2024-07-08T15:00:00Z,2024-07-18T19:00:00Z,FISHING,FISHING,316034544,,,2019-04-27T19:39:32Z,2026-05-18T19:35:58Z,13.01
45.1,-67.099998,2024-07,1daee97f4-44ad-f1d1-c1b8-a8bab51f6e3c,CAN,BRITTANY & MADISON V,2024-07-06T10:00:00Z,2024-07-06T18:00:00Z,FISHING,FISHING,316032477,,,2016-08-14T14:09:53Z,2026-07-06T21:10:05Z,1.44
50.1,-66.300003,2024-07,d4f1546f1-1e17-3988-5962-37a06957b12e,CAN,MEROU,2024-07-08T14:00:00Z,2024-07-17T02:00:00Z,TRAWLERS,FISHING,316003724,,,2021-03-30T14:08:21Z,2026-04-18T16:20:58Z,0.84
46.4,-56.900002,2024-07,3f0ae4beb-b073-81d3-1064-c7f8aee8cf28,CAN,BENJAMIN JOSEPH,2024-07-01T00:00:00Z,2024-07-11T01:00:00Z,SET_GILLNETS,FISHING,316031686,,,2016-07-23T15:17:07Z,2026-07-05T12:11:08Z,1.53
50.0,-65.699997,2024-07,d4f1546f1-1e17-3988-5962-37a06957b12e,CAN,MEROU,2024-07-08T14:00:00Z,2024-07-17T02:00:00Z,TRAWLERS,FISHING,316003724,,,2021-03-30T14:08:21Z,2026-04-18T16:20:58Z,4.32
46.9,-57.900002,2024-07,be7600240-0dcd-954a-4e6c-8a5092819ff9,CAN,LADY CHRISTANNA,2024-07-01T13:00:00Z,2024-07-30T10:00:00Z,FISHING,FISHING,316002469,,VC3203,2017-04-30T23:58:11Z,2026-07-06T23:59:30Z,24.79
45.5,-56.299999,2024-07,798808186-6f11-1302-d359-e8f7a7299d6c,CAN,NEVER ENOUGH,2024-07-04T13:00:00Z,2024-07-30T17:00:00Z,FISHING,FISHING,316023543,,CH.16,2013-03-05T15:24:11Z,2026-07-06T04:10:21Z,13.37
50.0,-59.900002,2024-07,900cca382-2f20-594d-a9ab-101b6be4ad5f,CAN,ZOE AND BROTHERS,2024-07-01T02:00:00Z,2024-07-26T17:00:00Z,SET_GILLNETS,FISHING,316008180,,,2016-06-07T09:32:42Z,2026-07-06T23:54:33Z,3.53
46.4,-57.0,2024-07,0eb902b54-426b-ff64-aecc-3148f715fa30,CAN,NORTHERN CHALLENGER,2024-07-10T00:00:00Z,2024-07-31T18:00:00Z,TRAWLERS,FISHING,316027399,,,2014-07-14T10:27:18Z,2026-05-22T06:55:12Z,56.15
50.6,-57.700001,2024-07,708877807-772b-d539-287f-2877a5c6aeb4,CAN,LADY MYIA 1,2024-07-10T09:00:00Z,2024-07-12T16:00:00Z,TRAWLERS,FISHING,316003077,,,2021-07-17T22:17:56Z,2026-06-13T12:42:35Z,9.3
46.0,-60.799999,2024-07,9ec2dc590-0351-52d1-c580-7fcf0d7e7d1b,CAN,GLENESK,2024-07-05T07:00:00Z,2024-07-17T16:00:00Z,,FISHING,316018652,,,2013-06-18T20:13:30Z,2026-06-22T14:38:57Z,3.34
45.3,-60.099998,2024-07,28f69d473-3e72-4787-4dad-768ddc506211,CAN,COMPASS CRUISER,2024-07-09T18:00:00Z,2024-07-24T18:00:00Z,SET_GILLNETS,FISHING,316041632,,CH 16,2019-12-17T06:38:33Z,2025-08-26T20:27:21Z,3.19
45.2,-59.400002,2024-07,30f674d74-400d-80e7-3254-21b7c2caddbd,CAN,BRADY & PARKER,2024-07-02T04:00:00Z,2024-07-26T01:00:00Z,SET_LONGLINES,FISHING,316039254,,,2019-02-25T17:35:23Z,2026-07-06T01:16:25Z,0.73
46.5,-56.599998,2024-07,405139223-3566-1834-ff43-0befaf5ceaa1,CAN,BURIN TRADITION,2024-07-02T09:00:00Z,2024-07-28T21:00:00Z,FIXED_GEAR,FISHING,316019185,,CH. 16,2013-04-22T02:21:03Z,2026-07-06T04:20:11Z,0.58
46.4,-60.400002,2024-07,d927fb933-38d6-8f4b-389a-02719396d424,CAN,PUFFIN EXPRESS,2024-07-02T17:00:00Z,2024-07-31T18:00:00Z,,FISHING,316002353,,,2019-06-12T00:54:37Z,2026-07-06T23:57:20Z,43.37
45.6,-56.099998,2024-07,7d8b28311-16d2-c24b-75ae-97b9a2fa3870,SPM,MARCEL ANGIE III,2024-07-01T00:00:00Z,2024-07-29T00:00:00Z,FISHING,FISHING,361001500,,FLXM,2019-09-23T19:32:23Z,2026-07-06T23:35:14Z,1.14
50.0,-60.099998,2024-07,9ae36def6-68f7-d683-b069-ebeee7aa7f27,CAN,CARLY M PAIGE,2024-07-02T13:00:00Z,2024-07-24T14:00:00Z,FIXED_GEAR,FISHING,316009941,,,2017-08-07T06:28:04Z,2026-07-04T19:59:31Z,41.56
49.6,-61.700001,2024-07,d17c17da5-5461-cf35-2ea4-5ff1ddbd50cd,CAN,STELIE,2024-07-01T00:00:00Z,2024-07-07T22:00:00Z,TRAWLERS,FISHING,316003211,,VC8465,2017-03-27T15:57:33Z,2026-07-06T23:52:11Z,8.21
45.5,-56.200001,2024-07,b8bc037af-f023-4950-d629-70edb90adc5f,CAN,VOICE OF THE SEA,2024-07-04T05:00:00Z,2024-07-31T19:00:00Z,FISHING,FISHING,316048089,,,2022-02-15T13:21:52Z,2026-07-06T21:58:10Z,27.2
45.8,-58.599998,2024-07,3f0ae4beb-b073-81d3-1064-c7f8aee8cf28,CAN,BENJAMIN JOSEPH,2024-07-01T00:00:00Z,2024-07-11T01:00:00Z,SET_GILLNETS,FISHING,316031686,,,2016-07-23T15:17:07Z,2026-07-05T12:11:08Z,0.74
48.4,-61.700001,2024-07,87370f229-9567-91f2-1d70-fa3b954f96f9,CAN,L`ANSE DU OUEST,2024-07-06T23:00:00Z,2024-07-07T00:00:00Z,FISHING,FISHING,316045086,,CH - 16,2021-03-29T21:13:37Z,2026-04-22T16:47:04Z,0.42
46.5,-56.900002,2024-07,86c10d946-6293-ab91-f9d0-ac79be64052b,CAN,RUBIS NO.2,2024-07-02T08:00:00Z,2024-07-28T20:00:00Z,FISHING,FISHING,316012650,,,2018-06-05T12:39:40Z,2026-07-06T23:58:47Z,61.26
46.4,-56.5,2024-07,405139223-3566-1834-ff43-0befaf5ceaa1,CAN,BURIN TRADITION,2024-07-02T09:00:00Z,2024-07-28T21:00:00Z,FIXED_GEAR,FISHING,316019185,,CH. 16,2013-04-22T02:21:03Z,2026-07-06T04:20:11Z,0.75
46.7,-56.099998,2024-07,ad0a0d0b0-0d39-ea69-f1c6-f02eed79d202,SPM,MOLIPA,2024-07-08T10:00:00Z,2024-07-27T18:00:00Z,FIXED_GEAR,FISHING,361000970,,FAJ4307,2022-04-23T07:44:53Z,2026-07-05T15:33:48Z,25.25
45.7,-56.0,2024-07,211ad79d5-5d49-57a5-0dfa-6739a1b1dae8,CAN,TOTAL CHOAS NO.1,2024-07-01T01:00:00Z,2024-07-29T20:00:00Z,POTS_AND_TRAPS,FISHING,316004791,,CH.16,2018-11-26T12:57:13Z,2026-07-06T02:51:57Z,4.22
47.0,-60.5,2024-07,2d674c2b8-8beb-fdbe-b977-c0993e2f1277,CAN,COUNT IT JOY,2024-07-04T10:00:00Z,2024-07-21T14:00:00Z,SET_GILLNETS,FISHING,316038703,,,2018-09-19T14:46:29Z,2026-07-02T12:26:35Z,45.69
50.2,-58.200001,2024-07,67ab80690-096b-6433-b456-75cc7a7c6fba,CAN,ANITA BERNARD,2024-07-01T07:00:00Z,2024-07-31T23:00:00Z,TRAWLERS,FISHING,316003307,,,2016-08-22T04:07:30Z,2026-07-06T23:50:08Z,72.87
50.4,-58.0,2024-07,708877807-772b-d539-287f-2877a5c6aeb4,CAN,LADY MYIA 1,2024-07-10T09:00:00Z,2024-07-12T16:00:00Z,TRAWLERS,FISHING,316003077,,,2021-07-17T22:17:56Z,2026-06-13T12:42:35Z,2.96
47.5,-63.799999,2024-07,e27fdf35f-f0f6-85ac-8c57-a748008901e7,CAN,MARIE   CARO,2024-07-08T15:00:00Z,2024-07-18T19:00:00Z,FISHING,FISHING,316034544,,,2019-04-27T19:39:32Z,2026-05-18T19:35:58Z,0.9
50.4,-59.099998,2024-07,9ae36def6-68f7-d683-b069-ebeee7aa7f27,CAN,CARLY M PAIGE,2024-07-02T13:00:00Z,2024-07-24T14:00:00Z,FIXED_GEAR,FISHING,316009941,,,2017-08-07T06:28:04Z,2026-07-04T19:59:31Z,5.94
48.9,-63.400002,2024-07,3e8867728-81dc-de37-0eac-465969557d5b,CAN,AVALON VOYAGER II,2024-07-10T07:00:00Z,2024-07-17T08:00:00Z,FISHING,FISHING,316001832,,,2013-05-08T01:34:24Z,2025-10-01T21:05:33Z,3.96
45.7,-58.900002,2024-07,7bf3bbc21-1bb8-aae4-4c5f-3f8c9b49b654,CAN,DOMINIC FRANCIS,2024-07-06T01:00:00Z,2024-07-15T10:00:00Z,TRAWLERS,FISHING,316002654,,VC5851,2017-04-08T04:03:08Z,2026-07-06T16:23:37Z,2.58
47.4,-64.800003,2024-07,62b0df9e5-522b-b7a9-17bc-211544657ee1,CAN,BERNICA,2024-07-01T07:00:00Z,2024-07-04T11:00:00Z,SET_GILLNETS,FISHING,316038747,,,2020-05-13T12:24:27Z,2025-07-04T10:33:47Z,8.23
50.5,-58.200001,2024-07,67ab80690-096b-6433-b456-75cc7a7c6fba,CAN,ANITA BERNARD,2024-07-01T07:00:00Z,2024-07-31T23:00:00Z,TRAWLERS,FISHING,316003307,,,2016-08-22T04:07:30Z,2026-07-06T23:50:08Z,5.6
47.4,-64.900002,2024-07,62b0df9e5-522b-b7a9-17bc-211544657ee1,CAN,BERNICA,2024-07-01T07:00:00Z,2024-07-04T11:00:00Z,SET_GILLNETS,FISHING,316038747,,,2020-05-13T12:24:27Z,2025-07-04T10:33:47Z,2.8
47.9,-64.199997,2024-07,e27fdf35f-f0f6-85ac-8c57-a748008901e7,CAN,MARIE   CARO,2024-07-08T15:00:00Z,2024-07-18T19:00:00Z,FISHING,FISHING,316034544,,,2019-04-27T19:39:32Z,2026-05-18T19:35:58Z,1.51
50.5,-57.799999,2024-07,708877807-772b-d539-287f-2877a5c6aeb4,CAN,LADY MYIA 1,2024-07-10T09:00:00Z,2024-07-12T16:00:00Z,TRAWLERS,FISHING,316003077,,,2021-07-17T22:17:56Z,2026-06-13T12:42:35Z,3.24
49.1,-67.199997,2024-07,d4f1546f1-1e17-3988-5962-37a06957b12e,CAN,MEROU,2024-07-08T14:00:00Z,2024-07-17T02:00:00Z,TRAWLERS,FISHING,316003724,,,2021-03-30T14:08:21Z,2026-04-18T16:20:58Z,1.42
45.6,-56.200001,2024-07,798808186-6f11-1302-d359-e8f7a7299d6c,CAN,NEVER ENOUGH,2024-07-04T13:00:00Z,2024-07-30T17:00:00Z,FISHING,FISHING,316023543,,CH.16,2013-03-05T15:24:11Z,2026-07-06T04:10:21Z,8.88
50.1,-65.400002,2024-07,ecd143409-9c03-b150-5b7f-d7d3818c9af1,CAN,SIMON MATHIEU,2024-07-03T06:00:00Z,2024-07-06T21:00:00Z,FISHING,FISHING,316011587,,,2019-04-26T13:09:32Z,2026-07-01T22:52:18Z,5.5
50.0,-60.0,2024-07,900cca382-2f20-594d-a9ab-101b6be4ad5f,CAN,ZOE AND BROTHERS,2024-07-01T02:00:00Z,2024-07-26T17:00:00Z,SET_GILLNETS,FISHING,316008180,,,2016-06-07T09:32:42Z,2026-07-06T23:54:33Z,27.33
46.2,-56.0,2024-07,d0dea8742-247e-47ff-c4f3-036aaa5838b1,CAN,ALOYSIUS B,2024-07-08T21:00:00Z,2024-07-14T13:00:00Z,SET_LONGLINES,FISHING,316006480,,,2013-06-02T08:03:43Z,2026-06-17T15:56:00Z,10.47
47.7,-64.099998,2024-07,e27fdf35f-f0f6-85ac-8c57-a748008901e7,CAN,MARIE   CARO,2024-07-08T15:00:00Z,2024-07-18T19:00:00Z,FISHING,FISHING,316034544,,,2019-04-27T19:39:32Z,2026-05-18T19:35:58Z,6.2
48.4,-59.799999,2024-07,40c93d528-812f-3bf3-a386-6ca7ce35bf5e,CAN,STRAITS STREAM,2024-07-03T00:00:00Z,2024-07-05T16:00:00Z,TRAWLERS,FISHING,316024569,,,2013-05-25T14:51:54Z,2026-07-06T23:04:30Z,1.08
46.3,-57.0,2024-07,987013538-8bb6-1e22-01ac-690e552bb154,CAN,WILLIE`S LEGACY,2024-07-23T08:00:00Z,2024-07-27T18:00:00Z,FISHING,FISHING,316020721,,,2022-04-18T23:55:28Z,2026-07-04T20:03:32Z,32.62
46.6,-57.0,2024-07,3f0ae4beb-b073-81d3-1064-c7f8aee8cf28,CAN,BENJAMIN JOSEPH,2024-07-01T00:00:00Z,2024-07-11T01:00:00Z,SET_GILLNETS,FISHING,316031686,,,2016-07-23T15:17:07Z,2026-07-05T12:11:08Z,14.08
47.5,-59.400002,2024-07,40c93d528-812f-3bf3-a386-6ca7ce35bf5e,CAN,STRAITS STREAM,2024-07-03T00:00:00Z,2024-07-05T16:00:00Z,TRAWLERS,FISHING,316024569,,,2013-05-25T14:51:54Z,2026-07-06T23:04:30Z,0.53
49.6,-62.5,2024-07,da481e22c-c4e3-019b-8fe6-1966e1121db3,CAN,MARUE KARINE D,2024-07-02T14:00:00Z,2024-07-15T15:00:00Z,SET_GILLNETS,FISHING,316007926,,,2019-03-27T09:17:37Z,2024-09-11T05:29:06Z,16.44
46.5,-57.0,2024-07,b2ff98a39-9812-0670-3044-49fdcd850d7f,CAN,DANIEL & ALEXANDRA,2024-07-04T10:00:00Z,2024-07-31T18:00:00Z,POLE_AND_LINE,FISHING,316007090,,,2022-06-01T00:32:55Z,2026-07-02T07:40:55Z,0.73
50.1,-66.099998,2024-07,d4f1546f1-1e17-3988-5962-37a06957b12e,CAN,MEROU,2024-07-08T14:00:00Z,2024-07-17T02:00:00Z,TRAWLERS,FISHING,316003724,,,2021-03-30T14:08:21Z,2026-04-18T16:20:58Z,1.07
46.5,-56.799999,2024-07,1b4e3d45b-bb82-45c6-6c48-a29a7757c2b5,CAN,CAN`T DO IT ALL,2024-07-09T04:00:00Z,2024-07-20T07:00:00Z,POTS_AND_TRAPS,FISHING,316012071,,,2020-03-02T14:45:31Z,2026-03-30T16:23:32Z,1.01
46.9,-57.799999,2024-07,be7600240-0dcd-954a-4e6c-8a5092819ff9,CAN,LADY CHRISTANNA,2024-07-01T13:00:00Z,2024-07-30T10:00:00Z,FISHING,FISHING,316002469,,VC3203,2017-04-30T23:58:11Z,2026-07-06T23:59:30Z,2.76
